Type,Menu,Menu group,Subgroup,"Item, open item",Size modifier,"Modifiers, special requests",Sales Category,Qty sold
menuItem,COMAL NEXT DOOR,Tortas,,ALBONDIGAS TORTA,,,Tortas,21
menuItem,COMAL NEXT DOOR,Tortas,,MOLLETE,,,Tortas,26
menuItem,COMAL NEXT DOOR,Tortas,,TORTA AL GUSTO,,,Tortas,26
,COMAL NEXT DOOR,Mas,,,,,,1288
menuItem,COMAL NEXT DOOR,Mas,,NEXT DOOR SALAD,,,Mas,196
menuItem,COMAL NEXT DOOR,Mas,,JUAREZ SALAD,,,Mas,72
menuItem,COMAL NEXT DOOR,Mas,,CHIPS & SALSAS,,,Mas,262
menuItem,COMAL NEXT DOOR,Mas,,"CHIPS, SALSAS & GUAC",,,Mas,355
menuItem,COMAL NEXT DOOR,Mas,,ELOTE,,,Mas,15
menuItem,COMAL NEXT DOOR,Mas,,RICE & BEANS,,,Mas,77
menuItem,COMAL NEXT DOOR,Mas,,MINI-QUESADILLAS,,,Mas,56
menuItem,COMAL NEXT DOOR,Mas,,CHILE RELLENO,,,Mas,25
menuItem,COMAL NEXT DOOR,Mas,,BOTTLE OF HOUSEMADE HABANERO-CARROT HOT SAUCE,,,Mas,7
menuItem,COMAL NEXT DOOR,Mas,,SIDE ESCABECHE,,,Mas,4
menuItem,COMAL NEXT DOOR,Mas,,SIDE OF BEANS,,,Mas,33
menuItem,COMAL NEXT DOOR,Mas,,SIDE OF CREMA,,,Mas,9
menuItem,COMAL NEXT DOOR,Mas,,SIDE OF GUAC,,,Mas,86
menuItem,COMAL NEXT DOOR,Mas,,SIDE OF RICE,,,Mas,13
menuItem,COMAL NEXT DOOR,Mas,,SIDE OF SALSA,,,Mas,9
menuItem,COMAL NEXT DOOR,Mas,,SIDE OF TORTILLAS,,,Mas,22
menuItem,COMAL NEXT DOOR,Mas,,Open Food,,,Mas,41
menuItem,COMAL NEXT DOOR,Mas,,Side of Avocado,,,Mas,2
menuItem,COMAL NEXT DOOR,Mas,,SIDE OF PICO,,,Mas,4
,COMAL NEXT DOOR,SPECIALS,,,,,,719
menuItem,COMAL NEXT DOOR,SPECIALS,,Caldo de Pollo,,,Mas,17
menuItem,COMAL NEXT DOOR,SPECIALS,,Caldo Tlapeno,,,Mas,22
menuItem,COMAL NEXT DOOR,SPECIALS,,Chicken Tinga Tostadas,,,Mas,20
menuItem,COMAL NEXT DOOR,SPECIALS,,Churros,,,Mas,29
menuItem,COMAL NEXT DOOR,SPECIALS,,Enchilada Suizas,,,Mas,35
menuItem,COMAL NEXT DOOR,SPECIALS,,Enmoladas,,,Mas,20
menuItem,COMAL NEXT DOOR,SPECIALS,,Gordita,,,Mas,14
menuItem,COMAL NEXT DOOR,SPECIALS,,Make it Wet! Burrito,,,Mas,1
menuItem,COMAL NEXT DOOR,SPECIALS,,NACHOS,,,Mas,43
menuItem,COMAL NEXT DOOR,SPECIALS,,Pibil Tacos,,,Mas,27
menuItem,COMAL NEXT DOOR,SPECIALS,,POZOLE ROJO PORK,,,Mas,28
menuItem,COMAL NEXT DOOR,SPECIALS,,Quesabirria Tacos,,,Mas,24
menuItem,COMAL NEXT DOOR,SPECIALS,,Shrimp & Cheese EMPANADAS,,,Mas,20
menuItem,COMAL NEXT DOOR,SPECIALS,,Sopa Azteca,,,Mas,23
menuItem,COMAL NEXT DOOR,SPECIALS,,Sopa de Albondigas,,,Mas,16
menuItem,COMAL NEXT DOOR,SPECIALS,,Sopa Tarasca,,,Mas,6
menuItem,COMAL NEXT DOOR,SPECIALS,,SUPER QUESADILLA,,,Mas,110
menuItem,COMAL NEXT DOOR,SPECIALS,,TACOS DORADOS,,,Mas,59
menuItem,COMAL NEXT DOOR,SPECIALS,,Torta Ahogado,,,Mas,3
menuItem,COMAL NEXT DOOR,SPECIALS,,Torta di Milanesa,,,Mas,13
menuItem,COMAL NEXT DOOR,SPECIALS,,Chicken Pozole Blanco,,,Mas,20
menuItem,COMAL NEXT DOOR,SPECIALS,,Mexican Lime Carlota,,,Mas,60
menuItem,COMAL NEXT DOOR,SPECIALS,,CARNE ASADA STEAK TACO,,,Mas,66
menuItem,COMAL NEXT DOOR,SPECIALS,,CARNE ASADA STEAK BURRITO,,,Mas,35
menuItem,COMAL NEXT DOOR,SPECIALS,,CARNE ASADA STEAK BOWL,,,Mas,8
,COMAL NEXT DOOR,Dessert,,,,,,213
menuItem,COMAL NEXT DOOR,Dessert,,MATT'S CHOCOLATE CHUNK COOKIE,,,Dessert,149
menuItem,COMAL NEXT DOOR,Dessert,,CORNMEAL SHORTBREAD COOKIE W/LIME ZEST,,,Dessert,64
,COMAL NEXT DOOR,Beer,,,,,,217
menuItem,COMAL NEXT DOOR,Beer,,Lagunitas IPA,,,Beer,49
menuItem,COMAL NEXT DOOR,Beer,,Modelo,,,Beer,99
menuItem,COMAL NEXT DOOR,Beer,,Por Que No?,,,Beer,49
menuItem,COMAL NEXT DOOR,Beer,,Tendu Dunnigan Hills Rosé,,,Beer,10
menuItem,COMAL NEXT DOOR,Beer,,tendu dunnigan hills rosé,,,Beer,10
,COMAL NEXT DOOR,Agua Fresca,,,,,,492
menuItem,COMAL NEXT DOOR,Agua Fresca,,HIBISCUS LEMONADE,,,NA Beverage,156
menuItem,COMAL NEXT DOOR,Agua Fresca,,HORCHATA,,,NA Beverage,154
menuItem,COMAL NEXT DOOR,Agua Fresca,,ORANGE PINEAPPLE GINGER,,,NA Beverage,108
menuItem,COMAL NEXT DOOR,Agua Fresca,,WATERMELON MINT,,,NA Beverage,74
,COMAL NEXT DOOR,Soda,,,,,,586
menuItem,COMAL NEXT DOOR,Soda,,Diet Coke,,,NA Beverage,201
menuItem,COMAL NEXT DOOR,Soda,,Can Coke,,,NA Beverage,127
menuItem,COMAL NEXT DOOR,Soda,,Squirt,,,NA Beverage,32
menuItem,COMAL NEXT DOOR,Soda,,La Croix,,,NA Beverage,174
menuItem,COMAL NEXT DOOR,Soda,,Sprite,,,NA Beverage,52
,COMAL NEXT DOOR,COCKTAILS,,,,,,85
menuItem,COMAL NEXT DOOR,COCKTAILS,,MARGARITA (16oz),,,Liquor,58
menuItem,COMAL NEXT DOOR,COCKTAILS,,JACK SATAN (16oz),,,Liquor,15
menuItem,COMAL NEXT DOOR,COCKTAILS,,PALOMAESQUE (16oz) Exclusive,,,Liquor,12
,COMAL NEXT DOOR,CATERING (Requires 24 hours notice),,,,,,15
menuItem,COMAL NEXT DOOR,CATERING (Requires 24 hours notice),,BURRITO BOWL KIT,,,Catering,1
menuItem,COMAL NEXT DOOR,CATERING (Requires 24 hours notice),,TACO BAR KIT,,,Catering,2
menuItem,COMAL NEXT DOOR,CATERING (Requires 24 hours notice),,NEXT DOOR SALAD,,,Catering,1
menuItem,COMAL NEXT DOOR,CATERING (Requires 24 hours notice),,RED RICE,,,Catering,1
menuItem,COMAL NEXT DOOR,CATERING (Requires 24 hours notice),,FRESH CHIPS & TWO SALSAS,,,Catering,2
menuItem,COMAL NEXT DOOR,CATERING (Requires 24 hours notice),,HOUSEMADE TORTILLA CHIPS - 1 lb.,,,Catering,1
menuItem,COMAL NEXT DOOR,CATERING (Requires 24 hours notice),,SIDE OF 20 CORN TORTILLAS,,,Catering,4
menuItem,COMAL NEXT DOOR,CATERING (Requires 24 hours notice),,SIDE OF SALSA,,,Catering,2
menuItem,COMAL NEXT DOOR,CATERING (Requires 24 hours notice),,CORNMEAL-LIME SHORTBREAD COOKIES,,,Catering,1
,COMAL NEXT DOOR,CENAS TELEVISIONES,,,,,,29
menuItem,COMAL NEXT DOOR,CENAS TELEVISIONES,,Frozen CHICKEN ENCHILADAS W/SALSA VERDE,,,Food,11
menuItem,COMAL NEXT DOOR,CENAS TELEVISIONES,,"Frozen CORN, POTATO & CHARD ENCHILADAS",,,Food,6
menuItem,COMAL NEXT DOOR,CENAS TELEVISIONES,,Frozen CHICKEN TAMALE W/MOLE NEGRO,,,Food,8
menuItem,COMAL NEXT DOOR,CENAS TELEVISIONES,,"Frozen CORN, RAJAS & ZUCCHINI TAMALE",,,Food,4
,COMAL NEXT DOOR ONLINE,,,,,,,0
,COMAL NEXT DOOR ONLINE,BURRITOS,,,,,,0
menuItem,COMAL NEXT DOOR ONLINE,BURRITOS,,BEAN & CHEESE BURRITO,,,Burritos,0
,RETAIL,,,,,,,0
,RETAIL,Donation,,,,,,0
menuItem,RETAIL,Donation,,Donation,,,Retail,1
,CATERING,,,,,,,406
,CATERING,THANKSGIVING,,,,,,44
menuItem,CATERING,THANKSGIVING,,THANKSGIVING TURKEY DINNER (serves 8-10),,,Catering,41
menuItem,CATERING,THANKSGIVING,,TAMALES,,,Catering,3
,CATERING,APPETIZERS,,,,,,45
menuItem,CATERING,APPETIZERS,,"FRESH CHIPS, TWO SALSAS & GUACAMOLE",,,Catering,21
menuItem,CATERING,APPETIZERS,,FRESH CHIPS & TWO SALSAS,,,Catering,4
menuItem,CATERING,APPETIZERS,,NEXT DOOR SALAD,,,Catering,14
menuItem,CATERING,APPETIZERS,,BEEF & PORK ALBONDIGAS (Meatballs in adobo),,,Catering,6
,CATERING,KITS & TRAYS,,,,,,89
menuItem,CATERING,KITS & TRAYS,,BURRITO BOWL KIT,,,Catering,36
menuItem,CATERING,KITS & TRAYS,,TACO BAR KIT,,,Catering,35
menuItem,CATERING,KITS & TRAYS,,CHICKEN ENCHILADAS,,,Catering,9
menuItem,CATERING,KITS & TRAYS,,CHEESE ENCHILADAS,,,Catering,9
,CATERING,SIDES,,,,,,173
menuItem,CATERING,SIDES,,BEANS,,,Catering,21
menuItem,CATERING,SIDES,,RED RICE,,,Catering,20
menuItem,CATERING,SIDES,,SIDE OF GUACAMOLE,,,Catering,19
menuItem,CATERING,SIDES,,SIDE OF CREMA,,,Catering,7
menuItem,CATERING,SIDES,,SIDE OF SALSA,,,Catering,12
menuItem,CATERING,SIDES,,HOUSEMADE HABANERO-CARROT HOTSAUCE (5oz bottle),,,Catering,3
menuItem,CATERING,SIDES,,"HOUSE-PICKLED JALAPEÑOS, CARROTS & ONIONS",,,Catering,10
menuItem,CATERING,SIDES,,HOUSEMADE TORTILLA CHIPS - 1 lb.,,,Catering,23
menuItem,CATERING,SIDES,,SIDE OF 20 CORN TORTILLAS,,,Catering,37
menuItem,CATERING,SIDES,,SIDE OF PROTEIN,,,Catering,21
,CATERING,AGUAS & COCKTAILS,,,,,,7
menuItem,CATERING,AGUAS & COCKTAILS,,AGUA FRESCA,,,Catering,3
menuItem,CATERING,AGUAS & COCKTAILS,,MARGARITA (16oz),,,Liquor,2
menuItem,CATERING,AGUAS & COCKTAILS,,JACK SATAN (16oz),,,Liquor,2
,CATERING,COOKIES,,,,,,11
menuItem,CATERING,COOKIES,,MATT'S CHOCOLATE CHUNK COOKIES,,,Catering,6
menuItem,CATERING,COOKIES,,CORNMEAL-LIME SHORTBREAD COOKIES,,,Catering,5
,CATERING,MAS,,,,,,37
menuItem,CATERING,MAS,,COMPOSTABLE BOWLS - 10,,,Catering,2
menuItem,CATERING,MAS,,SERVING SPOON,,,Catering,23
menuItem,CATERING,MAS,,SERVING TONGS,,,Catering,12
,Online Menu,,,,,,,23558
,Online Menu,BURRITOS,,,,,,7990
menuItem,Online Menu,BURRITOS,,CHORIZO BURRITO,,,Burritos,183
menuItem,Online Menu,BURRITOS,,CHICKEN BURRITO,,,Burritos,2618
menuItem,Online Menu,BURRITOS,,CARNITAS BURRITO,,,Burritos,832
menuItem,Online Menu,BURRITOS,,RELLENO BURRITO,,,Burritos,311
menuItem,Online Menu,BURRITOS,,BEAN & CHEESE BURRITO,,,Burritos,1865
menuItem,Online Menu,BURRITOS,,MUSHROOM AND SPINACH BURRITO,,,Burritos,189
menuItem,Online Menu,BURRITOS,,VEGGIE BURRITO,,,Burritos,655
menuItem,Online Menu,BURRITOS,,BEEF BURRITO,,,Burritos,317
menuItem,Online Menu,BURRITOS,,AL PASTOR BURRITO,,,Burritos,468
menuItem,Online Menu,BURRITOS,,TOFU BURRITO,,,Burritos,213
menuItem,Online Menu,BURRITOS,,CARNE ASADA STEAK BURRITO,,,Burritos,339
,Online Menu,BOWLS,,,,,,2440
menuItem,Online Menu,BOWLS,,CHORIZO BOWL,,,Bowl,52
menuItem,Online Menu,BOWLS,,CHICKEN BOWL,,,Bowl,1094
menuItem,Online Menu,BOWLS,,CARNITAS BOWL,,,Bowl,286
menuItem,Online Menu,BOWLS,,VEGGIE BOWL,,,Bowl,249
menuItem,Online Menu,BOWLS,,MUSHROOM AND SPINACH BOWL,,,Bowl,63
menuItem,Online Menu,BOWLS,,BEEF BOWL,,,Bowl,131
menuItem,Online Menu,BOWLS,,AL PASTOR BOWL,,,Bowl,173
menuItem,Online Menu,BOWLS,,RELLENO BOWL,,,Bowl,67
menuItem,Online Menu,BOWLS,,TOFU BOWL,,,Bowl,163
menuItem,Online Menu,BOWLS,,CARNE ASADA STEAK BOWL,,,Bowl,162
,Online Menu,TACOS,,,,,,2881
menuItem,Online Menu,TACOS,,TACOS DORADOS,,,Tacos,322
menuItem,Online Menu,TACOS,,CHICKEN TACO,,,Tacos,767
menuItem,Online Menu,TACOS,,CARNITAS TACO,,,Tacos,474
menuItem,Online Menu,TACOS,,VEGGIE TACO,,,Tacos,120
menuItem,Online Menu,TACOS,,MUSHROOM AND SPINACH TACO,,,Tacos,74
menuItem,Online Menu,TACOS,,BEEF TACO,,,Tacos,424
menuItem,Online Menu,TACOS,,AL PASTOR TACO,,,Tacos,415
menuItem,Online Menu,TACOS,,TOFU TACO,,,Tacos,45
menuItem,Online Menu,TACOS,,CARNE ASADA STEAK TACO,,,Tacos,240
,Online Menu,TORTAS & QUESADILLAS,,,,,,841
menuItem,Online Menu,TORTAS & QUESADILLAS,,FRIED CHICKEN TORTA,,,Tortas,149
menuItem,Online Menu,TORTAS & QUESADILLAS,,ALBONDIGAS TORTA,,,Tortas,31
menuItem,Online Menu,TORTAS & QUESADILLAS,,TORTA AL GUSTO,,,Tortas,28
menuItem,Online Menu,TORTAS & QUESADILLAS,,MOLLETE,,,Tortas,58
menuItem,Online Menu,TORTAS & QUESADILLAS,,SUPER QUESADILLA,,,Tortas,199
menuItem,Online Menu,TORTAS & QUESADILLAS,,MINI-QUESADILLAS,,,Tortas,376
,Online Menu,SPECIALS,,,,,,490
menuItem,Online Menu,SPECIALS,,Caldo de Pollo,,,Mas,16
menuItem,Online Menu,SPECIALS,,Caldo Tlapeno,,,Mas,25
menuItem,Online Menu,SPECIALS,,Chicken Pozole Blanco,,,Mas,12
menuItem,Online Menu,SPECIALS,,Chicken Tinga Tostadas,,,Mas,26
menuItem,Online Menu,SPECIALS,,Churros,,,Mas,58
menuItem,Online Menu,SPECIALS,,Enchilada Suizas,,,Mas,20
menuItem,Online Menu,SPECIALS,,Enmoladas,,,Mas,21
menuItem,Online Menu,SPECIALS,,Gordita,,,Mas,12
menuItem,Online Menu,SPECIALS,,Make it Wet! Burrito,,,Mas,13
menuItem,Online Menu,SPECIALS,,Mexican Lime Carlota,,,Mas,87
menuItem,Online Menu,SPECIALS,,Pibil Tacos,,,Mas,29
menuItem,Online Menu,SPECIALS,,POZOLE ROJO PORK,,,Mas,14
menuItem,Online Menu,SPECIALS,,Quesabirria Tacos,,,Mas,30
menuItem,Online Menu,SPECIALS,,Shrimp & Cheese EMPANADAS,,,Mas,14
menuItem,Online Menu,SPECIALS,,Sopa Azteca,,,Mas,13
menuItem,Online Menu,SPECIALS,,Sopa de Albondigas,,,Mas,16
menuItem,Online Menu,SPECIALS,,Sopa Tarasca,,,Mas,12
menuItem,Online Menu,SPECIALS,,Torta Ahogado,,,Mas,7
menuItem,Online Menu,SPECIALS,,Torta di Milanesa,,,Mas,5
menuItem,Online Menu,SPECIALS,,CARNE ASADA STEAK TACO,,,Mas,30
menuItem,Online Menu,SPECIALS,,CARNE ASADA STEAK BURRITO,,,Mas,22
menuItem,Online Menu,SPECIALS,,CARNE ASADA STEAK BOWL,,,Mas,8
,Online Menu,MAS,,,,,,7333
menuItem,Online Menu,MAS,,CHIPS & SALSAS,,,Mas,1107
menuItem,Online Menu,MAS,,"CHIPS, SALSAS & GUAC",,,Mas,1535
menuItem,Online Menu,MAS,,JUAREZ SALAD,,,Mas,150
menuItem,Online Menu,MAS,,NEXT DOOR SALAD,,,Mas,590
menuItem,Online Menu,MAS,,CHILE RELLENO,,,Mas,38
menuItem,Online Menu,MAS,,NACHOS,,,Mas,218
menuItem,Online Menu,MAS,,RICE & BEANS,,,Mas,686
menuItem,Online Menu,MAS,,ELOTE,,,Mas,215
menuItem,Online Menu,MAS,,SIDE OF BEANS,,,Mas,231
menuItem,Online Menu,MAS,,SIDE OF RICE,,,Mas,169
menuItem,Online Menu,MAS,,SIDE OF CHEESE,,,Mas,27
menuItem,Online Menu,MAS,,SIDE OF CREMA,,,Mas,113
menuItem,Online Menu,MAS,,SIDE OF GUAC,,,Mas,314
menuItem,Online Menu,MAS,,SIDE OF SALSA,,,Mas,840
menuItem,Online Menu,MAS,,SIDE ESCABECHE,,,Mas,328
menuItem,Online Menu,MAS,,SIDE OF TORTILLAS,,,Mas,164
menuItem,Online Menu,MAS,,BOTTLE OF HOUSEMADE HABANERO-CARROT HOT SAUCE,,,Mas,41
menuItem,Online Menu,MAS,,CORNMEAL SHORTBREAD COOKIE W/LIME ZEST,,,Mas,147
menuItem,Online Menu,MAS,,MATT'S CHOCOLATE CHUNK COOKIE,,,Mas,420
,Online Menu,CENAS TELEVISIONES (frozen dinner) includes rice and beans,,,,,,151
menuItem,Online Menu,CENAS TELEVISIONES (frozen dinner) includes rice and beans,,Frozen CHICKEN ENCHILADAS W/SALSA VERDE,,,Food,74
menuItem,Online Menu,CENAS TELEVISIONES (frozen dinner) includes rice and beans,,"Frozen CORN, POTATO & CHARD ENCHILADAS",,,Food,33
menuItem,Online Menu,CENAS TELEVISIONES (frozen dinner) includes rice and beans,,Frozen CHICKEN TAMALE W/MOLE NEGRO,,,Food,32
menuItem,Online Menu,CENAS TELEVISIONES (frozen dinner) includes rice and beans,,"Frozen CORN, RAJAS & ZUCCHINI TAMALE",,,Food,12
,Online Menu,HOUSEMADE BEVERAGES,,,,,,914
menuItem,Online Menu,HOUSEMADE BEVERAGES,,HIBISCUS LEMONADE,,,NA Beverage,393
menuItem,Online Menu,HOUSEMADE BEVERAGES,,HORCHATA,,,NA Beverage,241
menuItem,Online Menu,HOUSEMADE BEVERAGES,,WATERMELON MINT,,,NA Beverage,130
menuItem,Online Menu,HOUSEMADE BEVERAGES,,ORANGE PINEAPPLE GINGER,,,NA Beverage,150
,Online Menu,COCKTAILS,,,,,,243
menuItem,Online Menu,COCKTAILS,,MARGARITA (16oz),,,Liquor,133
menuItem,Online Menu,COCKTAILS,,JACK SATAN (16oz),,,Liquor,55
menuItem,Online Menu,COCKTAILS,,PALOMAESQUE (16oz) Exclusive,,,Liquor,55
,Online Menu,WINE & BEER,,,,,,25
menuItem,Online Menu,WINE & BEER,,Modelo,,,Beer,9
menuItem,Online Menu,WINE & BEER,,Lagunitas IPA,,,Beer,6
menuItem,Online Menu,WINE & BEER,,Por Que No?,,,Beer,6
menuItem,Online Menu,WINE & BEER,,Tendu Dunnigan Hills Rosé,,,Beer,2
menuItem,Online Menu,WINE & BEER,,tendu dunnigan hills rosé,,,Beer,2
,Online Menu,SODA,,,,,,250
menuItem,Online Menu,SODA,,Coca-Cola,,,NA Beverage,84
menuItem,Online Menu,SODA,,Diet Coke,,,NA Beverage,104
menuItem,Online Menu,SODA,,Squirt,,,Beer,29
menuItem,Online Menu,SODA,,La Croix,,,Beer,33
,Open items,,,,,,,128
,Open items,CND Open Food,,,,,,17
openItem,Open items,CND Open Food,,Carlota,,,Mas,1
openItem,Open items,CND Open Food,,Doordash Price Difference,,,Mas,7
openItem,Open items,CND Open Food,,Test,,,Mas,6
,Open items,Open Beer,,,,,,1
openItem,Open items,Open Beer,,Beer Dinner Beer,,,Beer,1
,Open items,Open Beverage,,,,,,1
openItem,Open items,Open Beverage,,Jack Satan Virgin For Back Bar!!,,,NA Beverage,1
,Open items,Open Food,,,,,,70
openItem,Open items,Open Food,,3 Barbacoa Quesadillas (Cut In 5),,,Food,1
openItem,Open items,Open Food,,Abajo,,,Food,1
openItem,Open items,Open Food,,Abajo Menu,,,Food,16
openItem,Open items,Open Food,,BGD,,,Food,2
openItem,Open items,Open Food,,Beer Dinner Beer,,,Food,1
openItem,Open items,Open Food,,Beer Dinner Food,,,Food,2
openItem,Open items,Open Food,,Beer Garden Dinner,,,Food,3
openItem,Open items,Open Food,,Beer Garden Menu,,,Food,5
openItem,Open items,Open Food,,Collard Greens Side Charge,,,Food,1
openItem,Open items,Open Food,,Difference Charge 4 Mod,,,Food,0
openItem,Open items,Open Food,,Full Buyout Menu,,,Food,1
openItem,Open items,Open Food,,GCP,,,Food,1
openItem,Open items,Open Food,,Garden Cocktail Menu,,,Food,2
openItem,Open items,Open Food,,Hold Beans & Rice,,,Food,1
openItem,Open items,Open Food,,Potatoes,,,Food,1
openItem,Open items,Open Food,,Room Fee,,,Food,1
openItem,Open items,Open Food,,Side Avocado,,,Food,1
openItem,Open items,Open Food,,Side Of Avocado,,,Food,1
openItem,Open items,Open Food,,Side Of Chicken,,,Food,1
openItem,Open items,Open Food,,Side Of Sherry Vin,,,Food,1
openItem,Open items,Open Food,,Sliced Avocado,,,Food,1
openItem,Open items,Open Food,,Table 30 Deposit - Cancelled,,,Food,1
openItem,Open items,Open Food,,Table 30 Dinner,,,Food,1
openItem,Open items,Open Food,,Table 30 Menu,,,Food,11
openItem,Open items,Open Food,,Taco Bar Menu,,,Food,6
openItem,Open items,Open Food,,Test,,,Food,2
openItem,Open items,Open Food,,Wedding,,,Food,2
openItem,Open items,Open Food,,Wedding Food,,,Food,2
,Open items,Open Indoor Wine,,,,,,7
openItem,Open items,Open Indoor Wine,,Beer Garden Menu,,,Wine,1
openItem,Open items,Open Indoor Wine,,Glass Of Ice Please,,,Wine,1
openItem,Open items,Open Indoor Wine,,Sangrita Rojo,,,Wine,2
openItem,Open items,Open Indoor Wine,,Side Jalapeneos,,,Wine,1
openItem,Open items,Open Indoor Wine,,Table 30 Menu,,,Wine,1
openItem,Open items,Open Indoor Wine,,Taco Bar Menu,,,Wine,1
,Open items,Open Liquor,,,,,,16
openItem,Open items,Open Liquor,,1oz Well Mezcal Rayu,,,Liquor,2
openItem,Open items,Open Liquor,,Angels Envy,,,Liquor,1
openItem,Open items,Open Liquor,,Glen Grant,,,Liquor,1
openItem,Open items,Open Liquor,,Grey Goose,,,Liquor,1
openItem,Open items,Open Liquor,,Hennessy,,,Liquor,2
openItem,Open items,Open Liquor,,Hi,,,Liquor,1
openItem,Open items,Open Liquor,,Sangrita Amarilla (16 ounces),,,Liquor,1
openItem,Open items,Open Liquor,,Sangrita Roja (16 ounces),,,Liquor,1
openItem,Open items,Open Liquor,,Sangrita Verde (16 ounces),,,Liquor,1
openItem,Open items,Open Liquor,,Uruapan,,,Liquor,1
openItem,Open items,Open Liquor,,Volcan Mi Tierra 2 Oz,,,Liquor,2